period,timedelta,dst
train_a,34 days 15:00:00,-29
train_a,34 days 16:00:00,-34
train_a,34 days 17:00:00,-36
train_a,34 days 18:00:00,-33
train_a,34 days 19:00:00,-32
train_a,34 days 20:00:00,-26
train_a,34 days 21:00:00,-24
train_a,34 days 22:00:00,-25
train_a,34 days 23:00:00,-26
train_a,35 days 00:00:00,-29
train_a,35 days 01:00:00,-31
train_a,35 days 02:00:00,-30
train_a,35 days 03:00:00,-30
train_a,35 days 04:00:00,-23
train_a,35 days 05:00:00,-18
train_a,35 days 06:00:00,-16
train_a,35 days 07:00:00,-15
train_a,35 days 08:00:00,-13
train_a,35 days 09:00:00,-11
train_a,35 days 10:00:00,-12
train_a,35 days 11:00:00,-12
train_a,35 days 12:00:00,-15
train_a,35 days 13:00:00,-19
train_a,35 days 14:00:00,-22
train_a,35 days 15:00:00,-23
train_a,35 days 16:00:00,-21
train_a,35 days 17:00:00,-21
train_a,35 days 18:00:00,-21
train_a,35 days 19:00:00,-20
train_a,35 days 20:00:00,-17
train_a,35 days 21:00:00,-18
train_a,35 days 22:00:00,-19
train_a,35 days 23:00:00,-19
train_a,36 days 00:00:00,-18
train_a,36 days 01:00:00,-19
train_a,36 days 02:00:00,-19
train_a,36 days 03:00:00,-15
train_a,36 days 04:00:00,-12
train_a,36 days 05:00:00,-9
train_a,36 days 06:00:00,-10
train_a,36 days 07:00:00,-9
train_a,36 days 08:00:00,-3
train_a,36 days 09:00:00,1
train_a,36 days 10:00:00,2
train_a,36 days 11:00:00,-2
train_a,36 days 12:00:00,-5
train_a,36 days 13:00:00,-12
train_a,36 days 14:00:00,-17
train_a,36 days 15:00:00,-15
train_a,36 days 16:00:00,-16
train_a,36 days 17:00:00,-20
train_a,36 days 18:00:00,-21
train_a,36 days 19:00:00,-23
train_a,36 days 20:00:00,-29
train_a,36 days 21:00:00,-31
train_a,36 days 22:00:00,-42
train_a,36 days 23:00:00,-43
train_a,37 days 00:00:00,-42
train_a,37 days 01:00:00,-39
train_a,37 days 02:00:00,-34
train_a,37 days 03:00:00,-25
train_a,37 days 04:00:00,-21
train_a,37 days 05:00:00,-17
train_a,37 days 06:00:00,-14
train_a,37 days 07:00:00,-10
train_a,37 days 08:00:00,-10
train_a,37 days 09:00:00,-15
train_a,37 days 10:00:00,-17
train_a,37 days 11:00:00,-24
train_a,37 days 12:00:00,-26
train_a,37 days 13:00:00,-33
train_a,37 days 14:00:00,-35
train_a,37 days 15:00:00,-52
train_a,37 days 16:00:00,-56
train_a,37 days 17:00:00,-50
train_a,37 days 18:00:00,-44
train_a,37 days 19:00:00,-38
train_a,37 days 20:00:00,-37
train_a,37 days 21:00:00,-33
train_a,37 days 22:00:00,-25
train_a,37 days 23:00:00,-24
train_a,38 days 00:00:00,-21
train_a,38 days 01:00:00,-18
train_a,38 days 02:00:00,-18
train_a,38 days 03:00:00,-15
train_a,38 days 04:00:00,-15
train_a,38 days 05:00:00,-12
train_a,38 days 06:00:00,-11
train_a,38 days 07:00:00,-6
train_a,38 days 08:00:00,-5
train_a,38 days 09:00:00,-4
train_a,38 days 10:00:00,-5
train_a,38 days 11:00:00,-4
train_a,38 days 12:00:00,-11
train_a,38 days 13:00:00,-24
train_a,38 days 14:00:00,-29
train_a,38 days 15:00:00,-24
train_a,38 days 16:00:00,-25
train_a,38 days 17:00:00,-33
train_a,38 days 18:00:00,-36
train_a,38 days 19:00:00,-33
train_a,38 days 20:00:00,-27
train_a,38 days 21:00:00,-28
train_a,38 days 22:00:00,-30
train_a,38 days 23:00:00,-28
train_a,39 days 00:00:00,-36
train_a,39 days 01:00:00,-36
train_a,39 days 02:00:00,-33
train_a,39 days 03:00:00,-27
train_a,39 days 04:00:00,-25
train_a,39 days 05:00:00,-23
train_a,39 days 06:00:00,-20
train_a,39 days 07:00:00,-18
train_a,39 days 08:00:00,-23
train_a,39 days 09:00:00,-21
train_a,39 days 10:00:00,-15
train_a,39 days 11:00:00,-17
train_a,39 days 12:00:00,-22
train_a,39 days 13:00:00,-22
train_a,39 days 14:00:00,-22
train_a,39 days 15:00:00,-23
train_a,39 days 16:00:00,-24
train_a,39 days 17:00:00,-23
train_a,39 days 18:00:00,-25
train_a,39 days 19:00:00,-27
train_a,39 days 20:00:00,-29
train_a,39 days 21:00:00,-31
train_a,39 days 22:00:00,-29
train_a,39 days 23:00:00,-26
train_a,40 days 00:00:00,-21
train_a,40 days 01:00:00,-22
train_a,40 days 02:00:00,-22
train_a,40 days 03:00:00,-16
train_a,40 days 04:00:00,-11
train_a,40 days 05:00:00,-14
train_a,40 days 06:00:00,-17
train_a,40 days 07:00:00,-10
train_a,40 days 08:00:00,-2
train_a,40 days 09:00:00,-3
train_a,40 days 10:00:00,-16
train_a,40 days 11:00:00,-26
train_a,40 days 12:00:00,-30
train_a,40 days 13:00:00,-24
train_a,40 days 14:00:00,-19
train_a,40 days 15:00:00,-16
train_a,40 days 16:00:00,-17
train_a,40 days 17:00:00,-22
train_a,40 days 18:00:00,-23
train_a,40 days 19:00:00,-24
train_a,40 days 20:00:00,-26
train_a,40 days 21:00:00,-29
train_a,40 days 22:00:00,-28
train_a,40 days 23:00:00,-24
train_a,41 days 00:00:00,-31
train_a,41 days 01:00:00,-41
train_a,41 days 02:00:00,-39
train_a,41 days 03:00:00,-27
train_a,41 days 04:00:00,-31
train_a,41 days 05:00:00,-30
train_a,41 days 06:00:00,-26
train_a,41 days 07:00:00,-20
train_a,41 days 08:00:00,-19
train_a,41 days 09:00:00,-19
train_a,41 days 10:00:00,-19
train_a,41 days 11:00:00,-16
train_a,41 days 12:00:00,-16
train_a,41 days 13:00:00,-15
train_a,41 days 14:00:00,-20
train_a,41 days 15:00:00,-25
train_a,41 days 16:00:00,-33
train_a,41 days 17:00:00,-43
train_a,41 days 18:00:00,-47
train_a,41 days 19:00:00,-54
train_a,41 days 20:00:00,-51
train_a,41 days 21:00:00,-48
train_a,41 days 22:00:00,-44
train_a,41 days 23:00:00,-41
train_a,42 days 00:00:00,-35
train_a,42 days 01:00:00,-30
train_a,42 days 02:00:00,-25
train_a,42 days 03:00:00,-21
train_a,42 days 04:00:00,-18
train_a,42 days 05:00:00,-20
train_a,42 days 06:00:00,-26
train_a,42 days 07:00:00,-29
train_a,42 days 08:00:00,-32
train_a,42 days 09:00:00,-34
train_a,42 days 10:00:00,-32
train_a,42 days 11:00:00,-28
train_a,42 days 12:00:00,-27
train_a,42 days 13:00:00,-27
train_a,42 days 14:00:00,-29
train_a,42 days 15:00:00,-32
train_a,42 days 16:00:00,-33
train_a,42 days 17:00:00,-32
train_a,42 days 18:00:00,-33
train_a,42 days 19:00:00,-35
train_a,42 days 20:00:00,-36
train_a,42 days 21:00:00,-37
train_a,42 days 22:00:00,-37
train_a,42 days 23:00:00,-31
train_a,43 days 00:00:00,-28
train_a,43 days 01:00:00,-28
train_a,43 days 02:00:00,-20
train_a,43 days 03:00:00,-15
train_a,43 days 04:00:00,-23
train_a,43 days 05:00:00,-35
train_a,43 days 06:00:00,-35
train_a,43 days 07:00:00,-17
train_a,43 days 08:00:00,-10
train_a,43 days 09:00:00,-15
train_a,43 days 10:00:00,-21
train_a,43 days 11:00:00,-20
train_a,43 days 12:00:00,-17
train_a,43 days 13:00:00,-11
train_a,43 days 14:00:00,-11
train_a,43 days 15:00:00,-11
train_a,43 days 16:00:00,-14
train_a,43 days 17:00:00,-16
train_a,43 days 18:00:00,-13
train_a,43 days 19:00:00,-11
train_a,43 days 20:00:00,-12
train_a,43 days 21:00:00,-16
train_a,43 days 22:00:00,-16
train_a,43 days 23:00:00,-14
train_a,44 days 00:00:00,-10
train_a,44 days 01:00:00,-10
train_a,44 days 02:00:00,-8
train_a,44 days 03:00:00,-9
train_a,44 days 04:00:00,-13
train_a,44 days 05:00:00,-16
train_a,44 days 06:00:00,-13
train_a,44 days 07:00:00,-13
train_a,44 days 08:00:00,-12
train_a,44 days 09:00:00,-13
train_a,44 days 10:00:00,-13
train_a,44 days 11:00:00,-9
train_a,44 days 12:00:00,-6
train_a,44 days 13:00:00,-5
train_a,44 days 14:00:00,-4
train_a,44 days 15:00:00,-3
train_a,44 days 16:00:00,0
train_a,44 days 17:00:00,1
train_a,44 days 18:00:00,0
train_a,44 days 19:00:00,1
train_a,44 days 20:00:00,4
train_a,44 days 21:00:00,3
train_a,44 days 22:00:00,1
train_a,44 days 23:00:00,1
train_a,45 days 00:00:00,0
train_a,45 days 01:00:00,-2
train_a,45 days 02:00:00,-4
train_a,45 days 03:00:00,-3
train_a,45 days 04:00:00,-4
train_a,45 days 05:00:00,-5
train_a,45 days 06:00:00,-5
train_a,45 days 07:00:00,-3
train_a,45 days 08:00:00,-1
train_a,45 days 09:00:00,0
train_a,45 days 10:00:00,-1
train_a,45 days 11:00:00,0
train_a,45 days 12:00:00,1
train_a,45 days 13:00:00,2
train_a,45 days 14:00:00,1
train_a,45 days 15:00:00,3
train_a,45 days 16:00:00,5
train_a,45 days 17:00:00,5
train_a,45 days 18:00:00,2
train_a,45 days 19:00:00,6
train_a,45 days 20:00:00,11
train_a,45 days 21:00:00,8
train_a,45 days 22:00:00,0
train_a,45 days 23:00:00,-6
train_a,46 days 00:00:00,-7
train_a,46 days 01:00:00,-6
train_a,46 days 02:00:00,-4
train_a,46 days 03:00:00,-4
train_a,46 days 04:00:00,-3
train_a,46 days 05:00:00,-1
train_a,46 days 06:00:00,-3
train_a,46 days 07:00:00,-3
train_a,46 days 08:00:00,-2
train_a,46 days 09:00:00,-1
train_a,46 days 10:00:00,0
train_a,46 days 11:00:00,1
train_a,46 days 12:00:00,0
train_a,46 days 13:00:00,-2
train_a,46 days 14:00:00,1
train_a,46 days 15:00:00,-1
train_a,46 days 16:00:00,-1
train_a,46 days 17:00:00,-6
train_a,46 days 18:00:00,-7
train_a,46 days 19:00:00,-4
train_a,46 days 20:00:00,-3
train_a,46 days 21:00:00,-6
train_a,46 days 22:00:00,-7
train_a,46 days 23:00:00,-5
train_a,47 days 00:00:00,-1
train_a,47 days 01:00:00,-3
train_a,47 days 02:00:00,-10
train_a,47 days 03:00:00,-15
train_a,47 days 04:00:00,-19
train_a,47 days 05:00:00,-26
train_a,47 days 06:00:00,-31
train_a,47 days 07:00:00,-31
train_a,47 days 08:00:00,-30
train_a,47 days 09:00:00,-21
train_a,47 days 10:00:00,-12
train_a,47 days 11:00:00,-6
train_a,47 days 12:00:00,-1
train_a,47 days 13:00:00,-4
train_a,47 days 14:00:00,-3
train_a,47 days 15:00:00,-2
train_a,47 days 16:00:00,-3
train_a,47 days 17:00:00,-4
train_a,47 days 18:00:00,-8
train_a,47 days 19:00:00,-5
train_a,47 days 20:00:00,-4
train_a,47 days 21:00:00,-3
train_a,47 days 22:00:00,-6
train_a,47 days 23:00:00,-9
train_a,48 days 00:00:00,-7
train_a,48 days 01:00:00,-7
train_a,48 days 02:00:00,-6
train_a,48 days 03:00:00,-3
train_a,48 days 04:00:00,-2
train_a,48 days 05:00:00,-1
train_a,48 days 06:00:00,-1
train_a,48 days 07:00:00,1
train_a,48 days 08:00:00,0
train_a,48 days 09:00:00,2
train_a,48 days 10:00:00,2
train_a,48 days 11:00:00,1
train_a,48 days 12:00:00,-1
train_a,48 days 13:00:00,-4
train_a,48 days 14:00:00,-4
train_a,48 days 15:00:00,1
train_a,48 days 16:00:00,2
train_a,48 days 17:00:00,1
train_a,48 days 18:00:00,2
train_a,48 days 19:00:00,2
train_a,48 days 20:00:00,1
train_a,48 days 21:00:00,-2
train_a,48 days 22:00:00,-2
train_a,48 days 23:00:00,0
train_a,49 days 00:00:00,2
train_a,49 days 01:00:00,0
train_a,49 days 02:00:00,1
train_a,49 days 03:00:00,2
train_a,49 days 04:00:00,4
train_a,49 days 05:00:00,6
train_a,49 days 06:00:00,10
train_a,49 days 07:00:00,13
train_a,49 days 08:00:00,13
train_a,49 days 09:00:00,9
train_a,49 days 10:00:00,6
train_a,49 days 11:00:00,3
train_a,49 days 12:00:00,0
train_a,49 days 13:00:00,-3
train_a,49 days 14:00:00,-5
train_a,49 days 15:00:00,-3
train_a,49 days 16:00:00,-3
train_a,49 days 17:00:00,-5
train_a,49 days 18:00:00,-3
train_a,49 days 19:00:00,-3
train_a,49 days 20:00:00,-3
train_a,49 days 21:00:00,-5
train_a,49 days 22:00:00,-8
train_a,49 days 23:00:00,-6
train_a,50 days 00:00:00,-1
train_a,50 days 01:00:00,2
train_a,50 days 02:00:00,-4
train_a,50 days 03:00:00,-3
train_a,50 days 04:00:00,-3
train_a,50 days 05:00:00,-1
train_a,50 days 06:00:00,4
train_a,50 days 07:00:00,4
train_a,50 days 08:00:00,6
train_a,50 days 09:00:00,4
train_a,50 days 10:00:00,1
train_a,50 days 11:00:00,-1
train_a,50 days 12:00:00,-3
train_a,50 days 13:00:00,-1
train_a,50 days 14:00:00,1
train_a,50 days 15:00:00,3
train_a,50 days 16:00:00,3
train_a,50 days 17:00:00,5
train_a,50 days 18:00:00,11
train_a,50 days 19:00:00,0
train_a,50 days 20:00:00,-7
train_a,50 days 21:00:00,-7
train_a,50 days 22:00:00,-9
train_a,50 days 23:00:00,-12
train_a,51 days 00:00:00,-13
train_a,51 days 01:00:00,-13
train_a,51 days 02:00:00,-12
train_a,51 days 03:00:00,-5
train_a,51 days 04:00:00,-3
train_a,51 days 05:00:00,-1
train_a,51 days 06:00:00,-3
train_a,51 days 07:00:00,-4
train_a,51 days 08:00:00,-1
train_a,51 days 09:00:00,1
train_a,51 days 10:00:00,-1
train_a,51 days 11:00:00,1
train_a,51 days 12:00:00,1
train_a,51 days 13:00:00,0
train_a,51 days 14:00:00,3
train_a,51 days 15:00:00,0
train_a,51 days 16:00:00,0
train_a,51 days 17:00:00,-2
train_a,51 days 18:00:00,-5
train_a,51 days 19:00:00,-5
train_a,51 days 20:00:00,-11
train_a,51 days 21:00:00,-12
train_a,51 days 22:00:00,-14
train_a,51 days 23:00:00,-11
train_a,52 days 00:00:00,-11
train_a,52 days 01:00:00,-13
train_a,52 days 02:00:00,-15
train_a,52 days 03:00:00,-14
train_a,52 days 04:00:00,-8
train_a,52 days 05:00:00,-3
train_a,52 days 06:00:00,0
train_a,52 days 07:00:00,-3
train_a,52 days 08:00:00,-4
train_a,52 days 09:00:00,-5
train_a,52 days 10:00:00,-3
train_a,52 days 11:00:00,-4
train_a,52 days 12:00:00,-9
train_a,52 days 13:00:00,-13
train_a,52 days 14:00:00,-13
train_a,52 days 15:00:00,-12
train_a,52 days 16:00:00,-11
train_a,52 days 17:00:00,-8
train_a,52 days 18:00:00,-7
train_a,52 days 19:00:00,-5
train_a,52 days 20:00:00,-10
train_a,52 days 21:00:00,-20
train_a,52 days 22:00:00,-26
train_a,52 days 23:00:00,-28
train_a,53 days 00:00:00,-24
train_a,53 days 01:00:00,-17
train_a,53 days 02:00:00,-11
train_a,53 days 03:00:00,-5
train_a,53 days 04:00:00,0
train_a,53 days 05:00:00,-1
train_a,53 days 06:00:00,-5
train_a,53 days 07:00:00,-12
train_a,53 days 08:00:00,-8
train_a,53 days 09:00:00,-6
train_a,53 days 10:00:00,-2
train_a,53 days 11:00:00,4
train_a,53 days 12:00:00,3
train_a,53 days 13:00:00,6
train_a,53 days 14:00:00,9
train_a,53 days 15:00:00,7
train_a,53 days 16:00:00,-7
train_a,53 days 17:00:00,-16
train_a,53 days 18:00:00,-28
train_a,53 days 19:00:00,-34
train_a,53 days 20:00:00,-40
train_a,53 days 21:00:00,-38
train_a,53 days 22:00:00,-32
train_a,53 days 23:00:00,-27
train_a,54 days 00:00:00,-24
train_a,54 days 01:00:00,-18
train_a,54 days 02:00:00,-14
train_a,54 days 03:00:00,-13
train_a,54 days 04:00:00,-8
train_a,54 days 05:00:00,-7
train_a,54 days 06:00:00,-6
train_a,54 days 07:00:00,-4
train_a,54 days 08:00:00,-7
train_a,54 days 09:00:00,-11
train_a,54 days 10:00:00,-14
train_a,54 days 11:00:00,-15
train_a,54 days 12:00:00,-16
train_a,54 days 13:00:00,-17
train_a,54 days 14:00:00,-16
train_a,54 days 15:00:00,-19
train_a,54 days 16:00:00,-23
train_a,54 days 17:00:00,-22
train_a,54 days 18:00:00,-21
train_a,54 days 19:00:00,-26
train_a,54 days 20:00:00,-34
train_a,54 days 21:00:00,-43
train_a,54 days 22:00:00,-42
train_a,54 days 23:00:00,-45
train_a,55 days 00:00:00,-46
train_a,55 days 01:00:00,-43
train_a,55 days 02:00:00,-39
train_a,55 days 03:00:00,-34
train_a,55 days 04:00:00,-32
train_a,55 days 05:00:00,-29
train_a,55 days 06:00:00,-24
train_a,55 days 07:00:00,-25
train_a,55 days 08:00:00,-27
train_a,55 days 09:00:00,-26
train_a,55 days 10:00:00,-28
train_a,55 days 11:00:00,-22
train_a,55 days 12:00:00,-20
train_a,55 days 13:00:00,-22
train_a,55 days 14:00:00,-20
train_a,55 days 15:00:00,-17
train_a,55 days 16:00:00,-15
train_a,55 days 17:00:00,-15
train_a,55 days 18:00:00,-14
train_a,55 days 19:00:00,-8
train_a,55 days 20:00:00,-7
train_a,55 days 21:00:00,-6
train_a,55 days 22:00:00,-8
train_a,55 days 23:00:00,-4
train_a,56 days 00:00:00,-5
train_a,56 days 01:00:00,-8
train_a,56 days 02:00:00,-6
train_a,56 days 03:00:00,-3
train_a,56 days 04:00:00,-1
train_a,56 days 05:00:00,4
train_a,56 days 06:00:00,7
train_a,56 days 07:00:00,2
train_a,56 days 08:00:00,0
train_a,56 days 09:00:00,0
train_a,56 days 10:00:00,0
train_a,56 days 11:00:00,-1
train_a,56 days 12:00:00,-3
train_a,56 days 13:00:00,-5
train_a,56 days 14:00:00,-2
train_a,56 days 15:00:00,-1
train_a,56 days 16:00:00,-2
train_a,56 days 17:00:00,-2
train_a,56 days 18:00:00,0
train_a,56 days 19:00:00,-1
train_a,56 days 20:00:00,-8
train_a,56 days 21:00:00,-10
train_a,56 days 22:00:00,-8
train_a,56 days 23:00:00,-2
train_a,57 days 00:00:00,2
train_a,57 days 01:00:00,1
train_a,57 days 02:00:00,-2
train_a,57 days 03:00:00,-2
train_a,57 days 04:00:00,-3
train_a,57 days 05:00:00,-4
train_a,57 days 06:00:00,-7
train_a,57 days 07:00:00,-6
train_a,57 days 08:00:00,-9
train_a,57 days 09:00:00,-14
train_a,57 days 10:00:00,-19
train_a,57 days 11:00:00,-16
train_a,57 days 12:00:00,-16
train_a,57 days 13:00:00,-15
train_a,57 days 14:00:00,-15
train_a,57 days 15:00:00,-15
train_a,57 days 16:00:00,-19
train_a,57 days 17:00:00,-20
train_a,57 days 18:00:00,-15
train_a,57 days 19:00:00,-13
train_a,57 days 20:00:00,-11
train_a,57 days 21:00:00,-9
train_a,57 days 22:00:00,-2
train_a,57 days 23:00:00,2
train_a,58 days 00:00:00,2
train_a,58 days 01:00:00,2
train_a,58 days 02:00:00,3
train_a,58 days 03:00:00,4
train_a,58 days 04:00:00,3
train_a,58 days 05:00:00,7
train_a,58 days 06:00:00,9
train_a,58 days 07:00:00,7
train_a,58 days 08:00:00,5
train_a,58 days 09:00:00,8
train_a,58 days 10:00:00,7
train_a,58 days 11:00:00,5
train_a,58 days 12:00:00,8
train_a,58 days 13:00:00,8
train_a,58 days 14:00:00,5
train_a,58 days 15:00:00,2
train_a,58 days 16:00:00,0
train_a,58 days 17:00:00,-1
train_a,58 days 18:00:00,0
train_a,58 days 19:00:00,-4
train_a,58 days 20:00:00,-5
train_a,58 days 21:00:00,-4
train_a,58 days 22:00:00,-4
train_a,58 days 23:00:00,-2
train_a,59 days 00:00:00,3
train_a,59 days 01:00:00,5
train_a,59 days 02:00:00,2
train_a,59 days 03:00:00,7
train_a,59 days 04:00:00,9
train_a,59 days 05:00:00,9
train_a,59 days 06:00:00,12
train_a,59 days 07:00:00,14
train_a,59 days 08:00:00,13
train_a,59 days 09:00:00,8
train_a,59 days 10:00:00,16
train_a,59 days 11:00:00,7
train_a,59 days 12:00:00,9
train_a,59 days 13:00:00,10
train_a,59 days 14:00:00,12
train_a,59 days 15:00:00,10
train_a,59 days 16:00:00,8
train_a,59 days 17:00:00,9
train_a,59 days 18:00:00,8
train_a,59 days 19:00:00,8
train_a,59 days 20:00:00,6
train_a,59 days 21:00:00,10
train_a,59 days 22:00:00,8
train_a,59 days 23:00:00,6
train_a,60 days 00:00:00,12
train_a,60 days 01:00:00,19
train_a,60 days 02:00:00,13
train_a,60 days 03:00:00,8
train_a,60 days 04:00:00,4
train_a,60 days 05:00:00,6
train_a,60 days 06:00:00,15
train_a,60 days 07:00:00,14
train_a,60 days 08:00:00,8
train_a,60 days 09:00:00,-6
train_a,60 days 10:00:00,-23
train_a,60 days 11:00:00,-17
train_a,60 days 12:00:00,-11
train_a,60 days 13:00:00,-10
train_a,60 days 14:00:00,-22
train_a,60 days 15:00:00,-29
train_a,60 days 16:00:00,-26
train_a,60 days 17:00:00,-23
train_a,60 days 18:00:00,-22
train_a,60 days 19:00:00,-27
train_a,60 days 20:00:00,-27
train_a,60 days 21:00:00,-22
train_a,60 days 22:00:00,-19
train_a,60 days 23:00:00,-13
train_a,61 days 00:00:00,-11
train_a,61 days 01:00:00,-10
train_a,61 days 02:00:00,-10
train_a,61 days 03:00:00,-8
train_a,61 days 04:00:00,-9
train_a,61 days 05:00:00,-8
train_a,61 days 06:00:00,-7
train_a,61 days 07:00:00,-4
train_a,61 days 08:00:00,-6
train_a,61 days 09:00:00,-11
train_a,61 days 10:00:00,-9
train_a,61 days 11:00:00,-10
train_a,61 days 12:00:00,-9
train_a,61 days 13:00:00,-10
train_a,61 days 14:00:00,-10
train_a,61 days 15:00:00,-11
train_a,61 days 16:00:00,-14
train_a,61 days 17:00:00,-15
train_a,61 days 18:00:00,-14
train_a,61 days 19:00:00,-12
train_a,61 days 20:00:00,-8
train_a,61 days 21:00:00,-5
train_a,61 days 22:00:00,-4
train_a,61 days 23:00:00,-2
train_a,62 days 00:00:00,0
train_a,62 days 01:00:00,0
train_a,62 days 02:00:00,-2
train_a,62 days 03:00:00,-1
train_a,62 days 04:00:00,0
train_a,62 days 05:00:00,1
train_a,62 days 06:00:00,3
train_a,62 days 07:00:00,2
train_a,62 days 08:00:00,1
train_a,62 days 09:00:00,0
train_a,62 days 10:00:00,-1
train_a,62 days 11:00:00,2
train_a,62 days 12:00:00,3
train_a,62 days 13:00:00,3
train_a,62 days 14:00:00,1
train_a,62 days 15:00:00,2
train_a,62 days 16:00:00,-4
train_a,62 days 17:00:00,-6
train_a,62 days 18:00:00,-7
train_a,62 days 19:00:00,-10
train_a,62 days 20:00:00,-11
train_a,62 days 21:00:00,-13
train_a,62 days 22:00:00,-13
train_a,62 days 23:00:00,-7
train_a,63 days 00:00:00,0
train_a,63 days 01:00:00,2
train_a,63 days 02:00:00,1
train_a,63 days 03:00:00,0
train_a,63 days 04:00:00,-7
train_a,63 days 05:00:00,-5
train_a,63 days 06:00:00,-5
train_a,63 days 07:00:00,-7
train_a,63 days 08:00:00,-12
train_a,63 days 09:00:00,-13
train_a,63 days 10:00:00,-11
train_a,63 days 11:00:00,-16
train_a,63 days 12:00:00,-17
train_a,63 days 13:00:00,-21
train_a,63 days 14:00:00,-16
train_a,63 days 15:00:00,-15
train_a,63 days 16:00:00,-14
train_a,63 days 17:00:00,-16
train_a,63 days 18:00:00,-17
train_a,63 days 19:00:00,-17
train_a,63 days 20:00:00,-14
train_a,63 days 21:00:00,-13
train_a,63 days 22:00:00,-12
train_a,63 days 23:00:00,-10
train_a,64 days 00:00:00,-6
train_a,64 days 01:00:00,-6
train_a,64 days 02:00:00,-4
train_a,64 days 03:00:00,-11
train_a,64 days 04:00:00,-16
train_a,64 days 05:00:00,-15
train_a,64 days 06:00:00,-10
train_a,64 days 07:00:00,-4
train_a,64 days 08:00:00,-2
train_a,64 days 09:00:00,0
train_a,64 days 10:00:00,-5
train_a,64 days 11:00:00,-9
train_a,64 days 12:00:00,-14
train_a,64 days 13:00:00,-19
train_a,64 days 14:00:00,-16
train_a,64 days 15:00:00,-15
train_a,64 days 16:00:00,-15
train_a,64 days 17:00:00,-18
train_a,64 days 18:00:00,-15
train_a,64 days 19:00:00,-12
train_a,64 days 20:00:00,-7
train_a,64 days 21:00:00,-3
train_a,64 days 22:00:00,0
train_a,64 days 23:00:00,2
train_a,65 days 00:00:00,3
train_a,65 days 01:00:00,1
train_a,65 days 02:00:00,-3
train_a,65 days 03:00:00,-6
train_a,65 days 04:00:00,-6
train_a,65 days 05:00:00,-4
train_a,65 days 06:00:00,-4
train_a,65 days 07:00:00,-4
train_a,65 days 08:00:00,-7
train_a,65 days 09:00:00,-7
train_a,65 days 10:00:00,-7
train_a,65 days 11:00:00,-9
train_a,65 days 12:00:00,-10
train_a,65 days 13:00:00,-8
train_a,65 days 14:00:00,-4
train_a,65 days 15:00:00,-5
train_a,65 days 16:00:00,-13
train_a,65 days 17:00:00,-14
train_a,65 days 18:00:00,-13
train_a,65 days 19:00:00,-15
train_a,65 days 20:00:00,-14
train_a,65 days 21:00:00,-16
train_a,65 days 22:00:00,-11
train_a,65 days 23:00:00,-3
train_a,66 days 00:00:00,1
train_a,66 days 01:00:00,1
train_a,66 days 02:00:00,-3
train_a,66 days 03:00:00,-4
train_a,66 days 04:00:00,-11
train_a,66 days 05:00:00,-18
train_a,66 days 06:00:00,-16
train_a,66 days 07:00:00,-7
